Tasks/TerminationRate/t=2,Inference/Loss,policy/dLoss,Evaluation/Iteration,Tasks/EpisodeLength/t=2,Evaluation/AverageDiscountedReturn,policy/LossAfter,policy/EntRewards,Tasks/EpisodeLength/t=3,Inference/dLoss,policy/Encoder/dLoss,policy/Encoder/LossBefore,policy/Encoder/KLBefore,Evaluation/SuccessRate,Evaluation/TerminationRate,policy/Encoder/Entropy,Inference/RRSE,Inference/RMSE,TotalEnvSteps,policy/EntReturns,Tasks/TerminationRate/t=1,Tasks/EpisodeLength/t=1,Tasks/EpisodeLength/t=0,policy/Encoder/KL,policy/Encoder/LossAfter,Evaluation/StdReturn,policy/KL,Evaluation/MinReturn,LinearMultiFeatureBaseline/ExplainedVariance,policy/KLBefore,Inference/CrossEntropy,Evaluation/NumEpisodes,policy/Entropy,Tasks/TerminationRate/t=3,Tasks/TerminationRate/t=0,policy/LossBefore,Evaluation/AverageReturn,Evaluation/MaxReturn
0.0,0.540718,0.0010118736,0,100.0,-261.36180936987967,-0.012283631,-0.06481121176626624,100.0,0.03934753,-3.1376648,-59.873924,0.0,0.0,0.0,0.04858833,1.9931829,0.65164506,4100,-4.055182817620334,0.0,100.0,100.0,0.0156437,-56.73626,145.95657495412226,0.015756568,-713.4355385303497,-7.453561479131565e-08,0.014326075,1.3598574,41,3.060215558307927,0.0,0.0,-0.011271757,-445.011805029904,-148.54068863391876
0.0,0.763996,0.0004868284,1,100.0,-255.20435274005163,-0.025763582,-0.07600157290128269,100.0,0.021589756,1.309309,13.295499,0.0,0.023809523809523808,0.023809523809523808,0.015399173,0.8902786,0.35606846,8239,-4.8159719669796175,0.0,100.0,94.45454545454545,0.0035389115,11.98619,135.29448464154706,0.046522822,-731.5997586250305,0.4786225094066835,0.044662837,1.5489259,42,2.9497401810521864,0.0,0.09090909090909091,-0.025276754,-434.4072605690786,-49.098020523786545
0.0,0.6567178,0.00047115982,2,100.0,-251.80156835661168,-0.01931911,-0.08433499903213687,100.0,0.022500515,1.1466675,-19.372799,0.0,0.0,0.0,0.06955695,0.9030039,0.34508425,12339,-5.498602541825818,0.0,100.0,100.0,0.0027766514,-20.519466,123.17222040047719,0.025537666,-682.0317692756653,0.4271713412439673,0.024122369,1.7708392,41,3.2475645483993905,0.0,0.0,-0.01884795,-427.06429519740544,-167.92346042394638
0.0,1.0236306,0.00034737308,3,100.0,-232.33020046103942,-0.010367831,-0.08610985632349805,100.0,0.014344811,0.064323425,-71.53421,0.0,0.0,0.0,0.08814855,0.8500543,0.38341686,16439,-5.574233743062138,0.0,100.0,100.0,0.005738528,-71.59853,91.61373800763926,0.010667156,-663.687338590622,0.3301304372467916,0.009742898,1.797132,41,3.300784346417683,0.0,0.0,-0.010020458,-385.83577777263594,-191.3538138270378
0.0,0.6998457,0.0004940182,4,100.0,-220.2432527836892,-0.03282802,-0.08203295539065106,100.0,0.016976357,-3.400055,-81.120926,0.0,0.0,0.0,0.07233951,0.76606625,0.34217635,20539,-5.427462548342049,0.0,100.0,100.0,0.0038227336,-77.72087,100.48556473554804,0.04625382,-540.1026854515076,0.10915061195738895,0.045324657,1.716796,41,3.435753144054878,0.0,0.0,-0.032334004,-363.3671249238456,-168.3844223022461
0.0,0.71152717,0.0008472763,5,100.0,-214.10728508934136,-0.020769287,-0.07893218354481023,100.0,0.014184773,-0.20612335,-74.402885,0.0,0.0,0.0,0.09765539,0.7186354,0.34630734,24639,-5.17604010597114,0.0,100.0,100.0,0.0022826986,-74.19676,96.69049107623171,0.021559319,-559.8828423023224,0.3442525927462805,0.019711418,1.6692988,41,3.5140470179115852,0.0,0.0,-0.01992201,-353.0265231793974,-195.38170605897903
0.0,0.9958854,0.0006190669,6,100.0,-194.8528948722771,-0.023842009,-0.09331907537652225,100.0,0.022649527,-6.415184,-116.70826,0.0,0.0,0.0,0.1529077,0.7681314,0.39685082,28739,-6.165568262488534,0.0,100.0,100.0,0.0054629766,-110.293076,91.13593432104302,0.028230874,-538.3186266422272,0.31751510067650335,0.027121773,1.9493517,41,3.5838729039634147,0.0,0.0,-0.023222942,-318.79935581291596,-171.3593913912773
0.0,1.0152475,0.0006201044,7,100.0,-185.9874246084055,-0.032884367,-0.07980127133974214,100.0,0.019415379,10.523712,-166.23772,0.0,0.0,0.0,0.2384521,0.7193432,0.4162051,32839,-5.28070283300076,0.0,100.0,100.0,0.0035425292,-176.76143,84.12604757010703,0.04007635,-489.5077290534973,-0.5639022333267978,0.038279887,1.6634665,41,3.608892911585366,0.0,0.0,-0.032264262,-306.4573223590851,-164.33141547441483
0.1,0.7576931,0.00011937879,8,94.6,-179.4948377336905,-0.0106195435,-0.07169138402550032,100.0,0.014221907,6.858124,-183.6865,0.0,0.023809523809523808,0.023809523809523808,0.19933644,0.7171299,0.37159118,36985,-4.7945909772469975,0.0,100.0,100.0,0.010089322,-190.54462,114.72825328268384,0.0071806693,-583.263947725296,0.050937451303937786,0.006935371,1.504538,42,3.819777816720936,0.0,0.0,-0.010500165,-290.9238796011057,-63.99811196513474
0.0,0.7195727,0.00065480825,9,100.0,-175.53853062810288,-0.013828651,-0.06824101391725423,100.0,0.01304251,-5.1427765,-211.17091,0.0,0.0,0.0,0.19905724,0.6121964,0.32575592,41085,-4.540952404123686,0.0,100.0,100.0,0.016639289,-206.02814,102.51024437468493,0.010680567,-524.2096836566925,0.5169268144124282,0.009529616,1.4391416,41,3.7409375,0.0,0.0,-0.013173843,-287.3039667639064,-145.30643570423126
0.0,0.5037386,0.0004886789,10,100.0,-163.14155760883276,-0.012877532,-0.05888964915784394,100.0,0.014546692,23.04219,-190.41666,0.0,0.0,0.0,0.1559227,0.5663307,0.30278328,45185,-3.8936291587453695,0.0,100.0,100.0,0.007601702,-213.45885,77.74137668307512,0.010469276,-413.0895528793335,0.15327507517209804,0.0100087505,1.2599878,41,3.7495622141768292,0.0,0.0,-0.012388853,-265.0217158808941,-133.6392840743065
0.0,0.5500772,2.2323802e-05,11,100.0,-156.72668200188878,-0.021083295,-0.06199712669984534,100.0,0.012325525,-6.0705414,-178.2851,0.0,0.023809523809523808,0.023809523809523808,0.16184525,0.5569153,0.32584393,49331,-4.135668461978412,0.0,100.0,94.6,0.0048347344,-172.21455,84.87964596883388,0.016134348,-446.45285725593567,-0.2671930345667741,0.016051542,1.2938244,42,3.8310129963368307,0.0,0.1,-0.021060972,-252.46627880952187,-76.65705375373363
0.45454545454545453,0.5619776,0.00042623468,12,69.36363636363636,-142.55865074153175,-0.01801538,-0.06355524239218238,100.0,0.01473701,-12.606575,-105.36674,0.0,0.1111111111111111,0.1111111111111111,0.08490847,0.65979224,0.35600752,53494,-4.439670791671375,0.0,100.0,100.0,0.006544845,-92.76016,95.63693034211309,0.008709596,-392.2963628768921,0.24786056429716619,0.008519067,1.2309706,45,3.6206358470454,0.0,0.0,-0.017589144,-227.3620305111011,-33.80309036374092
0.0,0.5621006,0.0003158506,13,100.0,-148.54731269702182,-0.016396547,-0.06706898339382074,98.0909090909091,0.011833429,-26.70211,-138.9839,0.0,0.047619047619047616,0.047619047619047616,0.1298895,0.5564441,0.32040644,57614,-4.442799607665677,0.0,100.0,94.63636363636364,0.013503906,-112.28179,82.62454032560025,0.0056004925,-509.14644265174866,0.1705480270770242,0.0054849717,1.386479,42,3.6252064528974515,0.09090909090909091,0.09090909090909091,-0.016080696,-236.71633492623056,-61.03765743970871
0.3,0.54070634,0.00046610087,14,80.1,-135.02210351432302,-0.029702527,-0.06052891826852527,99.0,0.015785277,-0.1605835,-114.80047,0.0,0.11363636363636363,0.11363636363636363,0.09596002,0.6214268,0.36290792,61759,-4.2473514417316665,0.0,100.0,96.46153846153847,0.022078643,-114.639885,75.22508494034186,0.042737458,-338.2544803619385,-0.031453963667236184,0.041489653,1.2125267,44,3.440709109243064,0.1,0.07692307692307693,-0.029236427,-214.21439302695745,-33.77305480837822
0.09090909090909091,0.48721913,0.0002436135,15,93.54545454545455,-134.427793370368,-0.024151322,-0.06080529209330148,94.8,0.01075083,-6.421921,-115.22062,0.0,0.11363636363636363,0.11363636363636363,0.13836914,0.5833422,0.33334708,65923,-4.310564173577319,0.0,100.0,88.7,0.006197802,-108.7987,79.35963474018627,0.010189811,-434.4442582130432,0.28074632227893725,0.009659044,1.2170949,44,3.4443272600714456,0.2,0.2,-0.023907708,-210.87652885304257,-33.60745143890381
0.07692307692307693,0.39101002,0.00012280606,16,94.61538461538461,-126.4245374392251,-0.025464073,-0.05624683032815827,89.27272727272727,0.009305328,-19.369904,-173.61636,0.0,0.11363636363636363,0.11363636363636363,0.1406568,0.5221613,0.30893505,70064,-4.074974279524895,0.0,100.0,92.9,0.005840662,-154.24646,70.36018603362308,0.03058231,-327.5831768512726,0.3051320951476013,0.030260464,1.1333226,44,3.4131875792381066,0.2727272727272727,0.1,-0.025341267,-199.13413865127686,-33.85810910910368
0.2,0.38018864,0.00038634613,17,86.2,-120.24236215758657,-0.018505897,-0.060334516911951734,100.0,0.009625614,-15.087036,-111.50064,0.0,0.1111111111111111,0.1111111111111111,0.13201052,0.5227267,0.32601845,74253,-4.283562525030618,0.0,100.0,85.58333333333333,0.010693085,-96.413605,78.5041559927469,0.019070487,-373.857027053833,0.23957405456469982,0.018494729,1.1694554,45,3.303841720876104,0.0,0.25,-0.018119551,-189.7652002354463,-34.98980542272329
0.4,0.310685,0.00018505752,18,72.7,-103.86547058978503,-0.07494764,-0.054167547446115086,85.35714285714286,0.008464217,-2.0223312,-109.9183,0.0,0.2653061224489796,0.2653061224489796,0.12386787,0.62718993,0.36834624,78362,-4.32821684917981,0.0,100.0,75.92307692307692,0.0063567823,-107.895966,82.06317550624445,0.017701063,-311.0227506160736,-0.023054489746720197,0.017555615,0.95756036,49,3.482635297517644,0.2857142857142857,0.38461538461538464,-0.07476258,-157.69515364518276,-33.82909406721592
0.16666666666666666,0.31107676,0.00067598023,19,88.16666666666667,-117.07508931620775,-0.0033724948,-0.05146057085588756,96.9,0.008825928,9.197968,-156.7646,0.0,0.1111111111111111,0.1111111111111111,0.16403459,0.469981,0.29941183,82555,-3.741576333206311,0.0,100.0,86.6,0.00370752,-165.96257,67.16519681043675,0.019085623,-316.4022378921509,0.22072245341003172,0.019105364,1.0241908,45,3.2635959486048174,0.1,0.2,-0.0026965146,-182.52356839254497,-33.72685123234987
0.08333333333333333,0.24937922,0.00046513788,20,94.08333333333333,-120.86807351956591,-0.025145475,-0.05533329007977789,95.54545454545455,0.007650465,-4.6605988,-178.60176,0.0,0.046511627906976744,0.046511627906976744,0.21145585,0.41907477,0.2714562,86735,-3.806334439418464,0.0,100.0,100.0,0.014216152,-173.94116,64.96730017043929,0.027378283,-373.6636657714844,0.3368028827039483,0.02711409,1.1264848,43,3.047453461423445,0.09090909090909091,0.0,-0.024680337,-192.50308637823477,-34.31609112024307
0.18181818181818182,0.291022,0.00039473176,21,87.0909090909091,-108.36513478223189,-0.046508577,-0.05886391397851337,97.53846153846153,0.011251122,-11.022446,-180.52728,0.0,0.19148936170212766,0.19148936170212766,0.1325265,0.60301125,0.36280814,90894,-4.344795637689984,0.1,96.6,74.38461538461539,0.008021903,-169.50484,70.22843275170449,0.017510299,-303.682279586792,0.13828791687589126,0.017262055,1.0964942,47,3.3897595012322674,0.07692307692307693,0.38461538461538464,-0.046113845,-168.56987383961678,-33.78515166044235
0.4,0.22914438,0.00034596398,22,72.5,-99.710268200385,-0.027400367,-0.05169089571162487,90.54545454545455,0.008189425,-1.1221313,-112.67704,0.0,0.22448979591836735,0.22448979591836735,0.15879901,0.5867833,0.35509717,95070,-4.120885669243904,0.0,100.0,77.0,0.008425245,-111.55491,76.45744329050072,0.025065621,-341.4116187095642,0.22334655411587978,0.024195472,0.91377145,49,3.2760882030501675,0.18181818181818182,0.3333333333333333,-0.027054403,-153.4986033167462,-34.00534204393625
0.18181818181818182,0.2321838,0.0006254837,23,87.81818181818181,-100.24471958039778,-0.055333238,-0.05246716029808672,82.4,0.0061900318,-3.2188873,-202.86166,0.0,0.13333333333333333,0.13333333333333333,0.24881136,0.4602645,0.29917508,99260,-3.79382412077409,0.0,100.0,100.0,0.0071237953,-199.64278,50.120238102255655,0.021602593,-304.174729347229,0.07046035513402293,0.01997429,1.0288749,45,3.2123671502088307,0.4,0.0,-0.054707754,-152.94477320632174,-33.95959071815014
0.3333333333333333,0.18973754,0.00040371343,24,77.4,-89.08547444754687,-0.053687483,-0.051417833153897044,75.75,0.006888613,-14.760208,-197.78322,0.0,0.26,0.26,0.183796,0.5871895,0.3616801,103426,-4.214261575402347,0.0,100.0,79.6,0.009911079,-183.02301,65.10095352947496,0.022703918,-274.0182408094406,0.37294350857780467,0.022134053,0.90397835,50,3.5054027394383103,0.4166666666666667,0.3,-0.05328377,-132.66433308899403,-33.99500698596239
0.46153846153846156,0.2262315,0.000618143,25,70.0,-82.05519152931289,-0.020997683,-0.05462154404209681,86.06666666666666,0.0072175115,4.7413177,-146.9561,0.0,0.36538461538461536,0.36538461538461536,0.18396121,0.63600814,0.37835544,107554,-4.508826720198826,0.18181818181818182,98.54545454545455,64.84615384615384,0.005366782,-151.69742,59.35815192818848,0.01362336,-233.8626708984375,0.07068822198737912,0.013012552,0.9075876,52,3.771630102349806,0.26666666666666666,0.5384615384615384,-0.02037954,-118.56159735213106,-33.810037687420845
0.4166666666666667,0.22897527,0.00046147266,26,72.16666666666667,-76.59294348766792,0.0052110716,-0.05119125137982646,87.0,0.0059046596,22.180176,-171.05722,0.0,0.33962264150943394,0.33962264150943394,0.18877077,0.6290418,0.37768713,111742,-4.352979363894576,0.23076923076923078,89.0,67.64285714285714,0.0074411724,-193.2374,50.60844815031956,0.016812013,-193.882295191288,-0.13290099691760204,0.016170308,0.85202044,53,3.814753928635387,0.21428571428571427,0.5,0.0056725442,-109.97613376969437,-33.99958398938179
0.2727272727272727,0.33280322,0.0005780719,27,81.0909090909091,-83.06375975987991,-0.038724396,-0.051211817217529036,90.0,0.006399274,20.103165,-231.01605,0.0,0.22916666666666666,0.22916666666666666,0.2983271,0.5120762,0.341978,115877,-4.049483343147429,0.07692307692307693,98.07692307692308,75.23076923076923,0.015615133,-251.11922,49.24695374440472,0.022567997,-200.83349335193634,0.12520043945529857,0.023355637,0.95014894,48,3.7203146255290207,0.18181818181818182,0.38461538461538464,-0.038146324,-121.21471480567318,-33.63696834445
0.6,0.23308328,0.0009542182,28,64.8,-74.9901130300298,-0.06947196,-0.049936949014446584,80.0,0.00533475,-20.700546,-266.62723,0.0,0.41509433962264153,0.41509433962264153,0.2792995,0.5783542,0.3758721,119995,-4.336112250731915,0.21428571428571427,93.71428571428571,73.38461538461539,0.0031005568,-245.92668,55.245904269484974,0.011410835,-210.8068231344223,0.17536342306900254,0.010425029,0.83094203,53,3.89664800494779,0.45454545454545453,0.38461538461538464,-0.068517745,-106.4492649594849,-34.404867231845856
0.5714285714285714,0.21104874,0.00016856194,29,71.71428571428571,-66.43389864985402,-0.096474156,-0.04866168434857342,79.05882352941177,0.0062392205,-2.8440247,-254.94391,0.0,0.5263157894736842,0.5263157894736842,0.26832813,0.6194733,0.39020148,124167,-4.46737698491161,0.5,85.16666666666667,57.285714285714285,0.004857882,-252.09988,48.28279318705097,0.013429482,-190.739320397377,0.2382416640656253,0.013481131,0.76007104,57,3.993574162571908,0.4117647058823529,0.6428571428571429,-0.096305594,-90.13128774097238,-33.86618411540985
0.6666666666666666,0.17522512,0.00047469884,30,69.25,-69.43831023795349,-0.084173255,-0.048563208258797806,84.75,0.0056656897,1.7708435,-300.06735,0.0,0.4528301886792453,0.4528301886792453,0.3483385,0.5774103,0.36040914,128288,-4.250852970054325,0.3333333333333333,92.2,63.57142857142857,0.0032894837,-301.8382,42.068140182851295,0.014242987,-172.37548446655273,0.23679068015017235,0.01388765,0.80176646,53,3.8770777723853436,0.25,0.5714285714285714,-0.083698556,-94.68545737296765,-35.14856034517288
0.4666666666666667,0.17116478,0.0003792271,31,80.73333333333333,-69.37711915067149,-0.06507702,-0.04872901385159774,71.38461538461539,0.0052069873,-39.17099,-399.91833,0.0,0.49056603773584906,0.49056603773584906,0.38262856,0.55213606,0.35719717,132414,-4.212755116906635,0.46153846153846156,87.0,71.33333333333333,0.01148945,-360.74734,47.35479795489872,0.0116490815,-184.3705861568451,0.21525151786972008,0.011246271,0.8019302,53,4.061068528841493,0.6153846153846154,0.4166666666666667,-0.064697795,-95.54372728324302,-33.72392703592777
0.6153846153846154,0.1657414,0.00015300512,32,59.84615384615385,-69.56329353596409,-0.041061345,-0.04887104983403008,78.8,0.0035035014,-14.726349,-392.647,0.0,0.4074074074074074,0.4074074074074074,0.3744893,0.52344745,0.34852722,136548,-4.29286185954372,0.15384615384615385,93.92307692307692,73.3076923076923,0.0043695783,-377.92065,49.68736769226594,0.009960006,-185.3208705186844,0.2569071180485326,0.009550511,0.79726624,54,3.992507823838897,0.4666666666666667,0.38461538461538464,-0.04090834,-97.68571002154042,-33.91949462913908
0.46153846153846156,0.21953776,0.00045598298,33,72.53846153846153,-67.90128990943981,-0.12408256,-0.04706618848077289,84.23076923076923,0.0045527667,-48.885986,-411.3975,0.0,0.43636363636363634,0.43636363636363634,0.39388594,0.5571612,0.3633665,140720,-4.268036872786752,0.35714285714285715,83.71428571428571,64.13333333333334,0.007378904,-362.5115,45.42901661791234,0.017231073,-175.30754739046097,0.23542793119764016,0.016047982,0.7671699,55,4.155964428032119,0.38461538461538464,0.5333333333333333,-0.123626575,-92.48254430781711,-33.691442370414734
0.5714285714285714,0.20709433,0.0005993396,34,74.85714285714286,-68.20188102499348,-0.0775542,-0.04630008304744414,97.08333333333333,0.0050873607,17.283447,-388.90558,0.0,0.4339622641509434,0.4339622641509434,0.35759312,0.53893256,0.36145443,144876,-4.083855058990892,0.42857142857142855,79.92857142857143,63.38461538461539,0.0062535508,-406.18903,45.92558250801514,0.010843589,-177.38027876615524,0.3241353591164313,0.01044236,0.7796503,53,4.25622499849615,0.16666666666666666,0.5384615384615384,-0.076954864,-93.63050773261853,-33.817317850887775
0.5714285714285714,0.113737166,0.0007609427,35,70.21428571428571,-62.35830960878678,-0.13244165,-0.04471627116992299,81.6470588235294,0.0037767366,20.611847,-304.19028,0.0,0.5614035087719298,0.5614035087719298,0.30564556,0.562841,0.36378205,149031,-4.273831504494467,0.5,82.41666666666667,56.785714285714285,0.0015448582,-324.80212,39.535486243013246,0.013051445,-177.23457467556,0.23122933565930537,0.012794106,0.6941201,57,4.050502970818291,0.5294117647058824,0.6428571428571429,-0.13168071,-82.34255089519317,-34.57551288604736
0.3076923076923077,0.100935854,0.00027110428,36,83.23076923076923,-65.0966053636126,-0.05218968,-0.04778253118411876,72.81818181818181,0.004581414,24.48825,-443.62518,0.0,0.4074074074074074,0.4074074074074074,0.4746596,0.5445361,0.3516555,153148,-4.244405683750685,0.4,76.66666666666667,72.26666666666667,0.0070507545,-468.11343,45.47989753555374,0.027290694,-186.963223695755,0.22672431382002722,0.02656597,0.76979345,54,4.526190946077241,0.5454545454545454,0.4,-0.051918577,-89.90661716695737,-33.976013869047165
0.4375,0.1475352,0.00066897087,37,74.0,-61.822327468003564,-0.029926287,-0.0462014409621786,74.26666666666667,0.0042536706,10.870392,-314.99094,0.0,0.49122807017543857,0.49122807017543857,0.3206971,0.5645504,0.35913318,157263,-4.384490158949561,0.42857142857142855,78.64285714285714,59.666666666666664,0.0036087863,-325.86133,42.67951159286601,0.015119578,-183.46314656734467,0.01084230150911647,0.015149015,0.7219121,57,4.422354856470231,0.5333333333333333,0.5833333333333334,-0.029257316,-83.05565137595853,-33.78961096704006
0.6923076923076923,0.10520977,0.00045181066,38,70.76923076923077,-62.489073976592216,-0.10307308,-0.045210024786592924,77.28571428571429,0.003911741,40.14801,-474.0255,0.0,0.5,0.48148148148148145,0.49133533,0.51875734,0.34549204,161393,-4.076706663056221,0.38461538461538464,81.23076923076923,76.57142857142857,0.0017983988,-514.1735,39.92564643990974,0.009635914,-156.21171252429485,0.3118941565068144,0.00930565,0.7406608,54,4.04887163286925,0.5,0.35714285714285715,-0.10262127,-84.50882992728175,-33.900011874735355
0.5384615384615384,0.09828284,0.0012043193,39,75.15384615384616,-59.81994575240971,-0.044662677,-0.04661581683372777,79.35714285714286,0.00402838,-25.488312,-461.25507,0.0,0.5,0.5,0.41566494,0.5184925,0.3539459,165531,-4.297569811555135,0.42857142857142855,78.5,63.4,0.004793679,-435.76675,39.732693383850695,0.012747262,-171.57811006903648,0.11230072453228479,0.012017295,0.75312036,56,4.7786983823707105,0.5,0.5333333333333333,-0.043458357,-80.01976524845564,-33.98670679330826
0.625,0.12157363,-0.0013675541,40,62.4375,-56.73963055815899,-0.12889351,-0.04771776881649571,77.06666666666666,0.0045869425,17.791168,-356.67218,0.0,0.5737704918032787,0.5737704918032787,0.36489156,0.63124156,0.39232862,169649,-4.68723788056171,0.5625,69.125,61.214285714285715,0.0063613374,-374.46335,40.520473085507064,0.008404337,-169.15164709091187,0.3519282477595329,0.0076293214,0.69128954,61,5.373736492229238,0.5333333333333333,0.5714285714285714,-0.13026106,-74.0843380982784,-33.847609393298626
0.5384615384615384,0.14746915,0.0005261693,41,71.6923076923077,-63.27515408870258,-0.023000227,-0.043815829616251474,81.14285714285714,0.0038117766,47.96634,-429.9202,0.0,0.4444444444444444,0.4444444444444444,0.48501444,0.48911834,0.34585723,173771,-4.0412445319028905,0.3076923076923077,86.15384615384616,66.71428571428571,0.009048322,-477.88654,40.834421316708834,0.015145704,-165.2835938334465,0.08607474017346806,0.014578906,0.73094094,54,4.404295927341097,0.42857142857142855,0.5,-0.022474058,-85.59889794934404,-33.67730338871479
0.5,0.08360755,0.00045905262,42,77.0,-64.4966121431612,-0.09117064,-0.04443043693002448,85.38461538461539,0.0025745854,21.64331,-532.91327,0.0,0.38461538461538464,0.38461538461538464,0.5824102,0.4577603,0.32501432,177921,-3.8739704374052053,0.42857142857142855,77.14285714285714,79.6923076923077,0.002463939,-554.5566,40.1256803149598,0.01483811,-167.22692120075226,0.2698480393803182,0.01480837,0.7669627,52,4.243093467620482,0.3076923076923077,0.3076923076923077,-0.090711586,-88.47378653803698,-33.82092597335577
0.5,0.12972029,0.0005593598,43,72.3125,-58.63096322753916,-0.14467224,-0.045410735047782196,72.28571428571429,0.00457108,-18.971924,-535.17065,0.0,0.46551724137931033,0.46551724137931033,0.5801421,0.5470233,0.36079317,182093,-4.382208922119041,0.5,67.21428571428571,75.85714285714286,0.0091010425,-516.1987,36.463250895119,0.018355604,-147.50790640711784,0.11642436937564593,0.018116482,0.7174924,58,4.772058327840364,0.5,0.35714285714285715,-0.14411288,-77.55859619231316,-34.01662640273571
0.6153846153846154,0.13393822,0.00018745288,44,62.46153846153846,-58.44711696285979,-0.054718986,-0.04477480998817874,68.4,0.0038407743,61.36914,-558.7371,0.0,0.47368421052631576,0.47368421052631576,0.59025246,0.54091597,0.36604178,186190,-4.313983806183181,0.4666666666666667,74.53333333333333,81.5,0.006304906,-620.10626,39.957506391796976,0.010102262,-161.19188278913498,0.2588011023394512,0.009753941,0.7059879,57,4.977305230961679,0.5333333333333333,0.2857142857142857,-0.054531533,-78.0501924444709,-33.95452278852463
0.4,0.123410076,0.0006336719,45,77.93333333333334,-57.01977850654087,-0.120984145,-0.043596861548738444,71.78571428571429,0.00318674,17.42804,-515.6153,0.0,0.5,0.5,0.53771555,0.52805793,0.35671362,190385,-4.285359127736477,0.42857142857142855,74.71428571428571,65.0,0.0049655936,-533.04333,34.814003923868405,0.011527445,-169.33753448724747,0.1929407494875114,0.011412038,0.6836777,58,4.7181857121573305,0.6428571428571429,0.5333333333333333,-0.12035047,-74.43080277760424,-33.998998552560806
0.14285714285714285,0.17187786,0.001204567,46,90.35714285714286,-56.651734893206665,-0.009901946,-0.044645438194706615,72.0,0.0029586554,-1.0308228,-514.9026,0.0,0.4745762711864407,0.4576271186440678,0.47487915,0.5611579,0.38277128,194527,-4.419695313092163,0.6,61.0,58.8,0.007952942,-513.87177,38.68191779976269,0.013090541,-155.2519003301859,0.10576455787429606,0.012591564,0.6834869,59,5.280588427239256,0.4666666666666667,0.6,-0.008697379,-74.81206388316922,-33.66434544324875
0.2857142857142857,0.18785423,0.00022909045,47,85.07142857142857,-60.23281359042746,-0.153093,-0.045407691647213436,59.15384615384615,0.004675746,22.05426,-612.9083,0.0,0.43636363636363634,0.43636363636363634,0.6214304,0.5371016,0.36178327,198670,-4.195775276760038,0.35714285714285715,80.14285714285714,75.78571428571429,0.0032672032,-634.9626,38.49273260834023,0.013020014,-189.01585483551025,0.3813328153632073,0.012647299,0.75669646,55,5.198443722845764,0.6923076923076923,0.42857142857142855,-0.1528639,-80.11218201179396,-34.121106177568436
0.4375,0.06137497,0.0006032139,48,73.625,-52.226909824484714,-0.19896628,-0.043952322605809876,72.8125,0.0023788996,20.203766,-407.42377,0.0,0.5833333333333334,0.5833333333333334,0.43112496,0.5782933,0.3716784,202774,-4.461540035134426,0.5714285714285714,68.85714285714286,56.92857142857143,0.0054578856,-427.62753,28.668547466937085,0.0048117675,-130.54394946992397,0.3665957502586614,0.004785821,0.6465956,60,4.737055311890838,0.625,0.7142857142857143,-0.19836307,-65.73211557623387,-34.125507801771164
0.3076923076923077,0.030251374,0.00093623996,49,80.53846153846153,-56.44150144953445,-0.15299961,-0.045322858506026985,74.07142857142857,0.0025822464,-26.26593,-554.73047,0.0,0.5087719298245614,0.5087719298245614,0.532897,0.5377466,0.34962788,206920,-4.2961198578385975,0.5333333333333333,70.2,67.26666666666667,0.009565152,-528.46454,33.41330098066678,0.006100402,-148.50804734230042,0.5133103669996117,0.0058553657,0.7208952,57,4.894469066570188,0.5714285714285714,0.6,-0.15206337,-72.97225008375959,-34.20623090863228
